时间,风机名,风速(m/s),功率(kW),发电机转速（rpm）,叶片角度(°),发电量（kWh）,备注
2015/4/3 15:30,A01,2.69,0,-4.4,88.98,9034186,
2015/4/3 15:40,A01,3.16,0,0,88.98,9034186,
2015/4/3 15:50,A01,3.55,0,-0.5,88.98,9034186,
2015/4/3 16:00,A01,5.14,176.4,1148.1,0.03,9034192,
2015/4/3 16:10,A01,4.42,118.8,1050.3,0.03,9034219,
2015/4/3 16:20,A01,3.83,52.8,1050.5,0.03,9034227,
2015/4/3 16:30,A01,4.75,141.6,1065.3,0.03,9034249,
2015/4/3 16:40,A01,3.83,43.8,1050.3,0.03,9034264,
2015/4/3 16:50,A01,2.83,36.6,1049,0.03,9034278,
2015/4/3 17:00,A01,3.38,45,1049.6,0.03,9034293,
2015/4/3 17:10,A01,1.74,0,950.9,0.03,9034299,
2015/4/3 17:20,A01,3.02,0,-3.7,88.97,9034299,
2015/4/3 17:30,A01,3.02,0,-3.7,88.97,9034299,此时间点无数据
2015/4/3 17:40,A01,4,95.4,1048.8,0.02,9034311,
2015/4/3 17:50,A01,3.72,0,-13.5,88.98,9034316,
2015/4/3 18:00,A01,3.13,0,-4.4,88.98,9034316,
2015/4/3 18:10,A01,4.22,0,11.2,88.98,9034316,
2015/4/3 18:20,A01,5.09,157.2,1103.9,0.02,9034340,
2015/4/3 18:30,A01,5.62,213.6,1221.7,0.02,9034374,
2015/4/3 18:40,A01,5.37,219,1228.8,0.02,9034416,
2015/4/3 18:50,A01,4,117.6,1049.4,0.02,9034452,
2015/4/3 19:00,A01,5.84,255.6,1293.1,0.02,9034486,
2015/4/3 19:10,A01,5.68,323.4,1399.8,0.02,9034556,
2015/4/3 19:20,A01,5.68,323.4,1399.8,0.02,9034556,此时间点无数据
2015/4/3 19:30,A01,5.34,244.2,1275,0.02,9034661,
2015/4/3 19:40,A01,5.9,331.8,1409.5,0.02,9034713,
2015/4/3 19:50,A01,5.9,331.8,1409.5,0.02,9034713,此时间点无数据
2015/4/3 20:00,A01,4.81,175.2,1146.2,0.02,9034785,
2015/4/3 20:10,A01,5.42,216,1224.4,0.02,9034817,
2015/4/3 20:20,A01,5.56,237,1264.7,0.02,9034859,
2015/4/3 20:30,A01,6.04,328.8,1406.1,0.02,9034915,
2015/4/3 20:40,A01,6.49,492.6,1607.1,0.02,9034975,
2015/4/3 20:50,A01,7.1,400.8,1500.7,0.02,9035048,
2015/4/3 21:00,A01,6.68,359.4,1449.3,0.02,9035107,
2015/4/3 21:10,A01,6.68,359.4,1449.3,0.02,9035107,此时间点无数据
2015/4/3 21:20,A01,6.68,359.4,1449.3,0.02,9035107,此时间点无数据
2015/4/3 21:30,A01,7.63,604.2,1721.4,0.02,9035288,
2015/4/3 21:40,A01,6.77,462,1573.4,0.02,9035366,
2015/4/3 21:50,A01,8.05,515.4,1631.5,0.02,9035442,
2015/4/3 22:00,A01,7.69,652.2001,1765.1,0.02,9035539,
2015/4/3 22:10,A01,7.1,679.8,1788.2,0.02,9035645,
2015/4/3 22:20,A01,7.1,679.8,1788.2,0.02,9035645,此时间点无数据
2015/4/3 22:30,A01,8.08,897.6,1809.6,0.02,9035908,
2015/4/3 22:40,A01,8.08,897.6,1809.6,0.02,9035908,此时间点无数据
2015/4/3 22:50,A01,7.63,765.6,1808.9,0.02,9036169,
2015/4/3 23:00,A01,8.08,673.8,1784.4,0.02,9036298,
2015/4/3 23:10,A01,6.57,456,1568.5,0.02,9036396,
2015/4/3 23:20,A01,6.57,456,1568.5,0.02,9036396,此时间点无数据
2015/4/3 23:30,A01,8.02,787.2,1809.3,0.02,9036623,
2015/4/3 23:40,A01,7.18,738.6,1809.6,0.02,9036749,
2015/4/3 23:50,A01,8.94,945.6,1809.3,0.02,9036888,
2015/4/4 0:00,A01,9.87,1067.4,1808.2,0.02,9037060,
2015/4/4 0:10,A01,9.87,1067.4,1808.2,0.02,9037060,此时间点无数据
2015/4/4 0:20,A01,9.87,1067.4,1808.2,0.02,9037060,此时间点无数据
2015/4/4 0:30,A01,9.87,1067.4,1808.2,0.02,9037060,此时间点无数据
2015/4/4 0:40,A01,12.86,1596.6,1810.2,4.6,9038033,
2015/4/4 0:50,A01,12.69,1603.2,1804.7,0.09,9038298,
2015/4/4 1:00,A01,12.47,1602.6,1818.4,1.44,9038562,
2015/4/4 1:10,A01,12.47,1602.6,1818.4,1.44,9038562,此时间点无数据
2015/4/4 1:20,A01,11.54,1555.2,1811.1,0.04,9039049,
2015/4/4 1:30,A01,12.38,1601.4,1814.9,3.08,9039306,
2015/4/4 1:40,A01,12.8,1602.6,1789.1,1.38,9039556,
2015/4/4 1:50,A01,12.44,1602,1805.6,3.55,9039822,
2015/4/4 2:00,A01,12.44,1602,1805.6,3.55,9039822,此时间点无数据
2015/4/4 2:10,A01,11.93,1600.8,1813.1,6.96,9040354,
2015/4/4 2:20,A01,11.79,1609.2,1823.7,4.72,9040619,
2015/4/4 2:30,A01,11.79,1609.2,1823.7,4.72,9040619,此时间点无数据
2015/4/4 2:40,A01,12.41,1599.6,1811.5,4.84,9041152,
2015/4/4 2:50,A01,12.6,1603.2,1814.2,4.08,9041419,
2015/4/4 3:00,A01,11.57,1597.8,1808.7,4.19,9041685,
2015/4/4 3:10,A01,11.65,1600.2,1809.6,5.81,9041952,
2015/4/4 3:20,A01,12.05,1604.4,1805.2,5.83,9042218,
2015/4/4 3:30,A01,11.24,1592.4,1798.3,6.24,9042485,
2015/4/4 3:40,A01,12.8,1605,1814.2,7.52,9042751,
2015/4/4 3:50,A01,11.91,1605.6,1806.5,7.92,9043017,
2015/4/4 4:00,A01,13.22,1600.2,1820.4,8.71,9043284,
2015/4/4 4:10,A01,13.55,1603.8,1811.3,9.64,9043551,
2015/4/4 4:20,A01,13.83,1600.8,1800.7,10.32,9043817,
2015/4/4 4:30,A01,13.97,1594.2,1808.7,8.93,9044083,
2015/4/4 4:40,A01,13.55,1599,1808.9,9.55,9044350,
2015/4/4 4:50,A01,13.53,1603.2,1812.7,10.3,9044616,
2015/4/4 5:00,A01,13.14,1596.6,1810.9,9.3,9044883,
2015/4/4 5:10,A01,13.05,1599,1804.5,8.78,9045149,
2015/4/4 5:20,A01,13.42,1593,1807.1,8.73,9045416,
2015/4/4 5:30,A01,12.63,1607.4,1810.7,10.79,9045682,
2015/4/4 5:40,A01,13.86,1602,1801.2,11.81,9045949,
2015/4/4 5:50,A01,12.63,1599.6,1807.6,10.15,9046215,
2015/4/4 6:00,A01,14.73,1595.4,1804.5,12.18,9046482,
2015/4/4 6:10,A01,14.73,1606.8,1819.3,12.03,9046749,
2015/4/4 6:20,A01,12.49,1599.6,1816,13.73,9047015,
2015/4/4 6:30,A01,14.78,1596,1808,13.45,9047282,
2015/4/4 6:40,A01,17.63,1593.6,1801.9,15.97,9047548,
2015/4/4 6:50,A01,19.34,1602,1807.1,18.21,9047815,
2015/4/4 7:00,A01,16.49,1613.4,1809.3,16.38,9048081,
2015/4/4 7:10,A01,18.78,1594.2,1801,17.49,9048348,
2015/4/4 7:20,A01,18,1601.4,1806.2,17.62,9048614,
2015/4/4 7:30,A01,17.33,1606.8,1780.2,16.14,9048881,
2015/4/4 7:40,A01,16.57,1599,1799.9,16.68,9049147,
2015/4/4 7:50,A01,16.57,1599,1799.9,16.68,9049147,此时间点无数据
2015/4/4 8:00,A01,16.57,1599,1799.9,16.68,9049147,此时间点无数据
2015/4/4 8:10,A01,15.68,1601.4,1806,14.62,9049947,
2015/4/4 8:20,A01,15.68,1601.4,1806,14.62,9049947,此时间点无数据
2015/4/4 8:30,A01,15.9,1595.4,1815.9,14.45,9050480,
2015/4/4 8:40,A01,13.64,1599.6,1808.2,14.7,9050747,
2015/4/4 8:50,A01,17.05,1597.8,1789.5,14.53,9051013,
2015/4/4 9:00,A01,12.83,1590,1765.7,6.78,9051280,
2015/4/4 9:10,A01,14.42,1600.2,1808.9,10.63,9051544,
2015/4/4 9:20,A01,13.89,1609.8,1798.5,8.98,9051810,
2015/4/4 9:30,A01,11.68,1615.2,1807.1,5.4,9052064,
2015/4/4 9:40,A01,11.43,1354.2,1797.4,0.05,9052289,
2015/4/4 9:50,A01,10.37,1023.6,1758.7,0.49,9052508,
2015/4/4 10:00,A01,10.37,1023.6,1758.7,0.49,9052508,此时间点无数据
2015/4/4 10:10,A01,10.09,1329.6,1804.5,0.01,9052891,
2015/4/4 10:20,A01,12.86,1602,1793.7,0.6,9053099,
2015/4/4 10:30,A01,12.69,1595.4,1783.6,5.05,9053321,
2015/4/4 10:40,A01,12.19,1552.2,1797.2,0.49,9053530,
2015/4/4 10:50,A01,9.87,1241.4,1774.3,0.03,9053728,
2015/4/4 11:00,A01,10.45,1610.4,1831.1,1.28,9053972,
2015/4/4 11:10,A01,11.79,1233.6,1783.3,0.13,9054220,
2015/4/4 11:20,A01,11.79,1233.6,1783.3,0.13,9054220,此时间点无数据
2015/4/4 11:30,A01,11.82,1597.8,1804.7,2.44,9054665,
2015/4/4 11:40,A01,12.02,1462.2,1807.1,0.05,9054854,
2015/4/4 11:50,A01,6.6,325.2,1405,0.03,9055009,
2015/4/4 12:00,A01,5.79,411,1514.3,0.02,9055142,
2015/4/4 12:10,A01,7.46,510,1626,0.03,9055224,
2015/4/4 12:20,A01,5.9,267.6,1323.7,0.03,9055305,
2015/4/4 12:30,A01,5.9,267.6,1323.7,0.03,9055305,此时间点无数据
2015/4/4 12:40,A01,5.56,180.6,1151.2,0.03,9055416,
2015/4/4 12:50,A01,3.27,103.2,1062.9,0.03,9055444,
2015/4/4 13:00,A01,5.51,188.4,1178.6,0.03,9055469,
2015/4/4 13:10,A01,4.98,12.6,1023.6,0.03,9055491,
2015/4/4 13:20,A01,6.4,408.6,1514.8,0.03,9055527,
2015/4/4 13:30,A01,4.17,196.8,1183.4,0.03,9055567,
2015/4/4 13:40,A01,0.7,0,952.1,0.03,9055577,
2015/4/4 13:50,A01,0.7,0,952.1,0.03,9055577,此时间点无数据
2015/4/4 14:00,A01,1.21,0,3.8,88.98,9055578,
2015/4/4 14:10,A01,0.59,0,0.5,88.98,9055578,
2015/4/4 14:20,A01,0.59,0,0.5,88.98,9055578,此时间点无数据
2015/4/4 14:30,A01,2.52,0,-11.4,88.98,9055578,
2015/4/4 14:40,A01,0.95,0,-2.4,88.98,9055578,
2015/4/4 14:50,A01,0.95,0,-2.4,88.98,9055578,此时间点无数据
2015/4/4 15:00,A01,1.51,0,0.2,88.98,9055578,
2015/4/4 15:10,A01,2.91,0,0.2,88.98,9055578,
2015/4/4 15:20,A01,3.05,0,2.9,88.98,9055578,
2015/4/4 15:30,A01,4.06,0,-3.8,88.98,9055578,
2015/4/4 15:40,A01,3.24,0,-0.4,88.98,9055578,
2015/4/4 15:50,A01,3.75,0,-0.5,88.98,9055578,
2015/4/4 16:00,A01,3.3,0,0,88.98,9055578,
2015/4/4 16:10,A01,2.41,0,26.6,88.98,9055578,
2015/4/4 16:20,A01,3.11,0,-9.5,88.98,9055578,
2015/4/4 16:30,A01,3.83,0,3.8,88.98,9055578,
2015/4/4 16:40,A01,2.35,0,0,88.98,9055578,
2015/4/4 16:50,A01,3.66,0,0,88.98,9055578,
2015/4/4 17:00,A01,3.52,0,-7,88.98,9055578,
2015/4/4 17:10,A01,1.57,0,0,88.98,9055578,
2015/4/4 17:20,A01,1.57,0,0,88.98,9055578,此时间点无数据
2015/4/4 17:30,A01,0,0,0,88.98,9055578,
2015/4/4 17:40,A01,0,0,0,88.98,9055578,
2015/4/4 17:50,A01,1.18,0,0,88.98,9055578,
2015/4/4 18:00,A01,3.75,0,4.4,88.98,9055578,
2015/4/4 18:10,A01,2.99,0,-4.9,88.98,9055578,
2015/4/4 18:20,A01,3.33,0,-0.9,88.98,9055578,
2015/4/4 18:30,A01,3.58,0,0.2,88.98,9055578,
2015/4/4 18:40,A01,8.86,0,9.9,88.98,9055578,
2015/4/4 18:50,A01,5.56,0,28.2,88.98,9055578,
2015/4/4 19:00,A01,6.23,0,19.8,88.98,9055578,
2015/4/4 19:10,A01,7.49,561.6,1682.2,0.02,9055582,
2015/4/4 19:20,A01,7.16,550.8,1668.3,0.02,9055682,
2015/4/4 19:30,A01,10.76,1213.8,1810,0.02,9055792,
2015/4/4 19:40,A01,10.76,1213.8,1810,0.02,9055792,此时间点无数据
2015/4/4 19:50,A01,9.06,798.6,1807.3,0.08,9056242,
2015/4/4 20:00,A01,1.54,0,744.9,0.08,9056314,
2015/4/4 20:10,A01,9.45,0,26.7,88.97,9056314,
2015/4/4 20:20,A01,9.45,0,26.7,88.97,9056314,此时间点无数据
2015/4/4 20:30,A01,7.63,0,-23.6,88.99,9056514,
2015/4/4 20:40,A01,7.72,673.2,1785.1,0.02,9056536,
2015/4/4 20:50,A01,7.72,673.2,1785.1,0.02,9056536,此时间点无数据
2015/4/4 21:00,A01,10.29,1155.6,1807.4,0.02,9056714,
2015/4/4 21:10,A01,9.25,1159.2,1814.4,0.02,9056882,
2015/4/4 21:20,A01,7.85,737.4,1807.8,0.02,9057010,
2015/4/4 21:30,A01,5.4,331.8,1411.9,0.02,9057097,
2015/4/4 21:40,A01,7.16,469.2,1579.1,0.02,9057171,
2015/4/4 21:50,A01,5.65,354.6,1442.3,0.02,9057219,
2015/4/4 22:00,A01,5.4,285.6,1339.6,0.02,9057273,
2015/4/4 22:10,A01,6.46,278.4,1331,0.02,9057318,
2015/4/4 22:20,A01,5.62,264.6,1306.6,0.02,9057364,
2015/4/4 22:30,A01,5.62,264.6,1306.6,0.02,9057364,此时间点无数据
2015/4/4 22:40,A01,5.23,210,1214.4,0.02,9057421,
2015/4/4 22:50,A01,5.23,210,1214.4,0.02,9057421,此时间点无数据
2015/4/4 23:00,A01,3.75,155.4,1097,0.02,9057497,
2015/4/4 23:10,A01,3.75,155.4,1097,0.02,9057497,此时间点无数据
2015/4/4 23:20,A01,8.78,749.4,1806.9,0.02,9057685,
2015/4/4 23:30,A01,7.35,625.2,1740.8,0.02,9057797,
2015/4/4 23:40,A01,7.38,559.2,1676,0.02,9057910,
2015/4/4 23:50,A01,5.96,523.8,1639.9,0.02,9058001,
2015/4/5 0:00,A01,6.65,576.6,1691.5,0.02,9058092,
2015/4/5 0:10,A01,7.16,553.2,1669.2,0.02,9058185,
2015/4/5 0:20,A01,7.16,553.2,1669.2,0.02,9058185,此时间点无数据
2015/4/5 0:30,A01,7.16,553.2,1669.2,0.02,9058185,此时间点无数据
2015/4/5 0:40,A01,6.26,292.2,1354.6,0.02,9058326,
2015/4/5 0:50,A01,6.04,357.6,1446.5,0.02,9058375,
2015/4/5 1:00,A01,6.32,322.2,1397.8,0.02,9058432,
2015/4/5 1:10,A01,6.71,366,1451.5,0.02,9058499,
2015/4/5 1:20,A01,5.96,338.4,1420.2,0.02,9058559,
2015/4/5 1:30,A01,5.4,314.4,1384.3,0.02,9058615,
2015/4/5 1:40,A01,5.87,308.4,1374.6,0.02,9058667,
2015/4/5 1:50,A01,5.87,308.4,1374.6,0.02,9058667,此时间点无数据
2015/4/5 2:00,A01,5.09,223.2,1233.6,0.02,9058749,
2015/4/5 2:10,A01,5.09,247.8,1279.7,0.02,9058795,
2015/4/5 2:20,A01,5.51,271.2,1319.1,0.02,9058835,
2015/4/5 2:30,A01,6.9,401.4,1501.3,0.02,9058883,
2015/4/5 2:40,A01,6.07,340.2,1421.4,0.02,9058949,
2015/4/5 2:50,A01,5.14,233.4,1255.7,0.02,9058990,
2015/4/5 3:00,A01,4.25,100.2,1046.1,0.02,9059019,
2015/4/5 3:10,A01,3.89,99.60001,1049.9,0.02,9059035,
2015/4/5 3:20,A01,3.89,99.60001,1049.9,0.02,9059035,此时间点无数据
2015/4/5 3:30,A01,3.5,37.2,1049.6,0.02,9059054,
2015/4/5 3:40,A01,3.33,10.8,1049.2,0.02,9059056,
2015/4/5 3:50,A01,3.33,10.8,1049.2,0.02,9059056,此时间点无数据
2015/4/5 4:00,A01,0,0,0,88.97,9059056,
2015/4/5 4:10,A01,0,0,0,88.97,9059056,
2015/4/5 4:20,A01,0.87,0,0,88.97,9059056,
2015/4/5 4:30,A01,1.54,0,0,88.97,9059056,
2015/4/5 4:40,A01,2.16,0,0,88.97,9059056,
2015/4/5 4:50,A01,1.76,0,21.8,88.97,9059056,
2015/4/5 5:00,A01,2.43,0,-0.9,88.97,9059056,
2015/4/5 5:10,A01,2.29,0,0,88.97,9059056,
2015/4/5 5:20,A01,3.47,0,7.5,88.97,9059056,
2015/4/5 5:30,A01,3.47,0,7.5,88.97,9059056,此时间点无数据
2015/4/5 5:40,A01,2.69,0,0,88.97,9059056,
2015/4/5 5:50,A01,2.52,0,-0.2,88.97,9059056,
2015/4/5 6:00,A01,2.52,0,-0.2,88.97,9059056,此时间点无数据
2015/4/5 6:10,A01,2.52,0,-0.2,88.97,9059056,此时间点无数据
2015/4/5 6:20,A01,2.99,0,-1.5,88.97,9059056,
2015/4/5 6:30,A01,3.22,0,0,88.97,9059056,
2015/4/5 6:40,A01,2.71,0,0,88.97,9059056,
2015/4/5 6:50,A01,3.08,0,1.5,88.97,9059056,
2015/4/5 7:00,A01,2.83,10.8,1049.4,0.02,9059056,
2015/4/5 7:10,A01,2.13,0.6,1049.9,0.02,9059059,
2015/4/5 7:20,A01,2.13,0.6,1049.9,0.02,9059059,此时间点无数据
2015/4/5 7:30,A01,5.31,163.8,1116.9,0.02,9059069,
2015/4/5 7:40,A01,4.67,164.4,1121.2,0.02,9059101,
2015/4/5 7:50,A01,4.67,164.4,1121.2,0.02,9059101,此时间点无数据
2015/4/5 8:00,A01,5.51,204,1201.2,0.02,9059158,
2015/4/5 8:10,A01,5.51,204,1201.2,0.02,9059158,此时间点无数据
2015/4/5 8:20,A01,5.51,204,1201.2,0.02,9059158,此时间点无数据
2015/4/5 8:30,A01,5.12,216,1223.9,0.02,9059274,
2015/4/5 8:40,A01,5.12,216,1223.9,0.02,9059274,此时间点无数据
2015/4/5 8:50,A01,5.79,315,1386.3,0.02,9059366,
2015/4/5 9:00,A01,5.34,278.4,1331.4,0.02,9059423,
2015/4/5 9:10,A01,6.71,352.8,1438.7,0.02,9059478,
2015/4/5 9:20,A01,4.87,264,1305,0.02,9059529,
2015/4/5 9:30,A01,5.54,178.2,1151.2,0.02,9059573,
2015/4/5 9:40,A01,5.54,178.2,1151.2,0.02,9059573,此时间点无数据
2015/4/5 9:50,A01,5.68,304.2,1371.8,0.02,9059657,
2015/4/5 10:00,A01,6.07,309.6,1379.2,0.02,9059706,
2015/4/5 10:10,A01,6.04,429.6,1535.9,0.02,9059761,
2015/4/5 10:20,A01,7.18,587.4,1703.8,0.02,9059842,
2015/4/5 10:30,A01,7.94,550.2,1668.3,0.02,9059941,
2015/4/5 10:40,A01,7.69,651.6,1765,0.02,9060044,
2015/4/5 10:50,A01,7.69,651.6,1765,0.02,9060044,此时间点无数据
2015/4/5 11:00,A01,6.65,431.4,1538.3,0.02,9060227,
2015/4/5 11:10,A01,6.88,466.8,1581.5,0.02,9060307,
2015/4/5 11:20,A01,8.19,615.6,1730.2,0.02,9060395,
2015/4/5 11:30,A01,7.41,620.4,1735.7,0.02,9060489,
2015/4/5 11:40,A01,7.69,667.2,1778.3,0.02,9060588,
2015/4/5 11:50,A01,7.8,558,1676.9,0.02,9060690,
2015/4/5 12:00,A01,6.99,492.6,1606.6,0.02,9060780,
2015/4/5 12:10,A01,6.54,427.2,1531.5,0.02,9060852,
2015/4/5 12:20,A01,6.65,445.8,1560.6,0.02,9060918,
2015/4/5 12:30,A01,6.29,482.4,1595.8,0.02,9060995,
2015/4/5 12:40,A01,6.71,602.4,1718.6,0.02,9061083,
2015/4/5 12:50,A01,7.55,744,1808,0.02,9061191,
2015/4/5 13:00,A01,8.13,676.2,1784.5,0.02,9061308,
2015/4/5 13:10,A01,7.32,866.4,1808.9,0.02,9061434,
2015/4/5 13:20,A01,7.6,759.6,1807.3,0.02,9061569,
2015/4/5 13:30,A01,6.65,588,1705.6,0.02,9061685,
2015/4/5 13:40,A01,8.13,841.8,1808.5,0.02,9061814,
2015/4/5 13:50,A01,7.04,747.6,1807.6,0.02,9061920,
2015/4/5 14:00,A01,8.16,889.8,1809.4,0.02,9062046,
2015/4/5 14:10,A01,6.82,625.2,1743.3,0.02,9062182,
2015/4/5 14:20,A01,6.32,496.2,1611.3,0.02,9062269,
2015/4/5 14:30,A01,7.72,518.4,1639.7,0.02,9062358,
2015/4/5 14:40,A01,5.98,390.6,1489.6,0.02,9062425,
2015/4/5 14:50,A01,5.4,494.4,1610.6,0.05,9062529,
2015/4/5 15:00,A01,8.13,918,1798.8,0.01,9062692,
2015/4/5 15:10,A01,8.13,918,1798.8,0.01,9062692,此时间点无数据
2015/4/5 15:20,A01,13.55,1462.2,1804,0.02,9063177,
2015/4/5 15:30,A01,10.7,1185.6,1807.6,0.02,9063365,
2015/4/5 15:40,A01,10.7,1185.6,1807.6,0.02,9063365,此时间点无数据
2015/4/5 15:50,A01,3.97,109.8,1036.7,0.01,9063504,
2015/4/5 16:00,A01,5.03,169.8,1134.2,0.01,9063518,
2015/4/5 16:10,A01,5.03,109.8,1047,0.01,9063538,
2015/4/5 16:20,A01,3.24,76.8,1049.2,0.01,9063560,
2015/4/5 16:30,A01,2.99,22.2,1046.6,0.01,9063568,
2015/4/5 16:40,A01,2.99,22.2,1046.6,0.01,9063568,此时间点无数据
2015/4/5 16:50,A01,7.88,607.8,1722.3,0.01,9063684,
2015/4/5 17:00,A01,7.24,586.8,1703.6,0.01,9063777,
2015/4/5 17:10,A01,7.88,449.4,1561.2,0.01,9063844,
2015/4/5 17:20,A01,8.41,696,1801.2,0.01,9063944,
2015/4/5 17:30,A01,7.13,451.8,1560.6,0.01,9064041,
2015/4/5 17:40,A01,6.54,382.2,1474.9,0.01,9064104,
2015/4/5 17:50,A01,5.65,196.8,1186.9,0.01,9064166,
2015/4/5 18:00,A01,2.94,26.4,1055.8,0.01,9064186,
2015/4/5 18:10,A01,4.39,91.8,1047.4,0.01,9064212,
2015/4/5 18:20,A01,4.73,145.2,1070.1,0.01,9064229,
2015/4/5 18:30,A01,3.55,39.6,1048.8,0.01,9064244,
2015/4/5 18:40,A01,4,62.4,1049.7,0.01,9064252,
2015/4/5 18:50,A01,4.42,78.60001,1050.1,0.01,9064271,
2015/4/5 19:00,A01,2.38,75.60001,1068.1,0.01,9064277,
2015/4/5 19:10,A01,1.71,20.4,1052.5,0.01,9064289,
2015/4/5 19:20,A01,2.41,31.8,1048.3,0.01,9064297,
2015/4/5 19:30,A01,1.48,0,919.9,0.01,9064302,
2015/4/5 19:40,A01,2.35,0,-0.5,88.98,9064302,
2015/4/5 19:50,A01,2.02,0,0.2,88.98,9064302,
2015/4/5 20:00,A01,2.07,0,-14.6,88.98,9064302,
2015/4/5 20:10,A01,3.02,0,0,88.98,9064302,
2015/4/5 20:20,A01,0.73,0,-2.7,88.98,9064302,
2015/4/5 20:30,A01,1.48,0,7.5,88.98,9064302,
2015/4/5 20:40,A01,1.26,0,0,88.98,9064302,
2015/4/5 20:50,A01,2.07,0,1.3,88.98,9064302,
2015/4/5 21:00,A01,1.07,0,0,88.98,9064302,
2015/4/5 21:10,A01,1.99,0,1.6,88.98,9064302,
2015/4/5 21:20,A01,1.93,0,-0.5,88.98,9064302,
2015/4/5 21:30,A01,1.4,0,0.2,88.98,9064302,
2015/4/5 21:40,A01,2.38,0,0,88.98,9064302,
2015/4/5 21:50,A01,2.55,0,0,88.98,9064302,
2015/4/5 22:00,A01,2.88,0,0,88.98,9064302,
2015/4/5 22:10,A01,1.46,0,0,88.98,9064302,
2015/4/5 22:20,A01,2.52,0,0,88.98,9064302,
2015/4/5 22:30,A01,2.43,0,0,88.98,9064302,
2015/4/5 22:40,A01,3.02,0,0.7,88.98,9064302,
2015/4/5 22:50,A01,2.1,25.2,1049.4,0.02,9064305,
2015/4/5 23:00,A01,2.1,25.2,1049.4,0.02,9064305,此时间点无数据
2015/4/5 23:10,A01,4.39,110.4,1052.5,0.02,9064324,
2015/4/5 23:20,A01,3.94,88.8,1050.1,0.02,9064345,
2015/4/5 23:30,A01,3.33,21,1047.4,0.02,9064352,
2015/4/5 23:40,A01,4.08,108.6,1051,0.02,9064363,
2015/4/5 23:50,A01,3.05,0,986.9,0.02,9064373,
2015/4/6 0:00,A01,3.05,0,986.9,0.02,9064373,此时间点无数据
2015/4/6 0:10,A01,6.4,0,1.1,88.99,9064375,
2015/4/6 0:20,A01,9.62,1609.2,1821.5,1.71,9064516,
2015/4/6 0:30,A01,10.17,1224.6,1801.8,0.04,9064761,
2015/4/6 0:40,A01,9.45,1143.6,1821.9,0.03,9064985,
2015/4/6 0:50,A01,9.45,1143.6,1821.9,0.03,9064985,此时间点无数据
2015/4/6 1:00,A01,11.38,1558.8,1810.2,0.12,9065406,
2015/4/6 1:10,A01,12.97,1554,1808,0.05,9065640,
2015/4/6 1:20,A01,7.1,664.8,1775.4,0.02,9065820,
2015/4/6 1:30,A01,6.82,465.6,1578.6,0.02,9065933,
2015/4/6 1:40,A01,6.09,462,1574.9,0.02,9066009,
2015/4/6 1:50,A01,5.56,279,1331.5,0.02,9066069,
2015/4/6 2:00,A01,5.28,225,1240.9,0.02,9066115,
2015/4/6 2:10,A01,6.4,339,1422.5,0.02,9066154,
2015/4/6 2:20,A01,6.29,345.6,1424.4,0.02,9066224,
2015/4/6 2:30,A01,4.45,92.4,1049.9,0.02,9066264,
2015/4/6 2:40,A01,3.38,51,1049,0.02,9066278,
2015/4/6 2:50,A01,4.36,151.2,1087.3,0.02,9066297,
2015/4/6 3:00,A01,3.89,81.60001,1051.2,0.02,9066320,
2015/4/6 3:10,A01,3.92,132.6,1049.4,0.02,9066337,
2015/4/6 3:20,A01,1.43,0,0,88.98,9066343,
2015/4/6 3:30,A01,1.43,0,0,88.98,9066343,此时间点无数据
2015/4/6 3:40,A01,1.65,0,-1.5,88.98,9066343,
2015/4/6 3:50,A01,1.99,0,0,88.98,9066343,
2015/4/6 4:00,A01,1.99,0,0,88.98,9066343,此时间点无数据
2015/4/6 4:10,A01,0,0,0,88.98,9066343,
2015/4/6 4:20,A01,0,0,0,88.98,9066343,
2015/4/6 4:30,A01,4.61,0,-17.8,88.98,9066343,
2015/4/6 4:40,A01,4.98,0,-8.2,88.98,9066343,
2015/4/6 4:50,A01,6.68,365.4,1454,0.02,9066371,
2015/4/6 5:00,A01,5.42,284.4,1340,0.02,9066431,
2015/4/6 5:10,A01,6.82,529.8,1648.5,0.02,9066496,
2015/4/6 5:20,A01,6.82,529.8,1648.5,0.02,9066496,此时间点无数据
2015/4/6 5:30,A01,6.29,406.2,1504.4,0.03,9066677,
2015/4/6 5:40,A01,6.65,521.4,1634.4,0.06,9066751,
2015/4/6 5:50,A01,6.65,521.4,1634.4,0.06,9066751,此时间点无数据
2015/4/6 6:00,A01,6.01,298.2,1359.7,0.06,9066850,
2015/4/6 6:10,A01,2.13,16.2,1055.4,0.06,9066879,
2015/4/6 6:20,A01,4.17,0,-15.2,89,9066879,
2015/4/6 6:30,A01,3.92,0,-4.6,83.78,9066879,
2015/4/6 6:40,A01,3.66,22.8,1048.5,0.01,9066894,
2015/4/6 6:50,A01,2.6,46.8,1049,0.01,9066913,
2015/4/6 7:00,A01,5.54,372.6,1466.3,0.01,9066948,
2015/4/6 7:10,A01,7.1,457.2,1567.6,0.01,9067008,
2015/4/6 7:20,A01,7.1,457.2,1567.6,0.01,9067008,此时间点无数据
2015/4/6 7:30,A01,7.1,457.2,1567.6,0.01,9067008,此时间点无数据
2015/4/6 7:40,A01,7.04,1258.8,1826.1,1.86,9067492,
2015/4/6 7:50,A01,10.65,1215,1795.5,0.04,9067679,
