时间,风机名,风速(m/s),功率(kW),发电机转速（rpm）,叶片角度(°),发电量（kWh）,备注
2015/5/4 19:30,A01,7.49,563.4,1681.5,0.03,9528807,
2015/5/4 19:40,A01,6.09,484.2,1599.4,0.03,9528909,
2015/5/4 19:50,A01,6.96,574.8,1692.3,0.03,9529001,
2015/5/4 20:00,A01,6.79,391.8,1488.8,0.03,9529078,
2015/5/4 20:10,A01,7.55,501.6,1616.8,0.03,9529152,
2015/5/4 20:20,A01,6.21,355.2,1439.2,0.03,9529240,
2015/5/4 20:30,A01,5.76,445.2,1555.3,0.03,9529312,
2015/5/4 20:40,A01,6.99,357.6,1447.3,0.03,9529375,
2015/5/4 20:50,A01,6.01,354.6,1440.3,0.03,9529436,
2015/5/4 21:00,A01,6.43,382.2,1478.4,0.03,9529491,
2015/5/4 21:10,A01,5.84,258,1297.3,0.03,9529538,
2015/5/4 21:20,A01,4.84,155.4,1100.1,0.03,9529571,
2015/5/4 21:30,A01,3.89,91.8,1049,0.03,9529596,
2015/5/4 21:40,A01,5.06,152.4,1094.4,0.03,9529620,
2015/5/4 21:50,A01,4.98,207.6,1207,0.03,9529647,
2015/5/4 22:00,A01,3.22,39.6,1050.1,0.03,9529661,
2015/5/4 22:10,A01,3.83,78,1049.9,0.03,9529672,
2015/5/4 22:20,A01,3.83,78,1049.9,0.03,9529672,此时间点无数据
2015/5/4 22:30,A01,1.29,0,69.4,88.99,9529691,
2015/5/4 22:40,A01,0,0,0.4,88.99,9529691,
2015/5/4 22:50,A01,1.9,0,16.7,88.99,9529691,
2015/5/4 23:00,A01,2.02,0,-27.8,88.99,9529691,
2015/5/4 23:10,A01,2.02,0,-27.8,88.99,9529691,此时间点无数据
2015/5/4 23:20,A01,2.02,0,-27.8,88.99,9529691,此时间点无数据
2015/5/4 23:30,A01,2.02,0,-27.8,88.99,9529691,此时间点无数据
2015/5/4 23:40,A01,0,0,0,88.99,9529691,
2015/5/4 23:50,A01,0,0,-1.1,88.99,9529691,
2015/5/5 0:00,A01,0,0,0,88.99,9529691,
2015/5/5 0:10,A01,0,0,0,88.99,9529691,
2015/5/5 0:20,A01,0,0,0,88.99,9529691,
2015/5/5 0:30,A01,2.71,0,0,88.99,9529691,
2015/5/5 0:40,A01,0,0,0,88.99,9529691,
2015/5/5 0:50,A01,0,0,0,88.99,9529691,此时间点无数据
2015/5/5 1:00,A01,0,0,0,88.99,9529691,
2015/5/5 1:10,A01,0,0,0,88.99,9529691,
2015/5/5 1:20,A01,0,0,0,88.99,9529691,
2015/5/5 1:30,A01,0,0,0,88.99,9529691,
2015/5/5 1:40,A01,0,0,0,88.99,9529691,
2015/5/5 1:50,A01,0,0,0,88.99,9529691,
2015/5/5 2:00,A01,0,0,0,88.99,9529691,
2015/5/5 2:10,A01,0,0,0,88.99,9529691,
2015/5/5 2:20,A01,0,0,0,88.99,9529691,
2015/5/5 2:30,A01,0,0,0,88.99,9529691,
2015/5/5 2:40,A01,0,0,0,88.99,9529691,
2015/5/5 2:50,A01,0,0,0,88.99,9529691,此时间点无数据
2015/5/5 3:00,A01,0,0,0,88.99,9529691,此时间点无数据
2015/5/5 3:10,A01,0,0,0,88.99,9529691,
2015/5/5 3:20,A01,0,0,0,88.99,9529691,
2015/5/5 3:30,A01,0,0,0,88.99,9529691,
2015/5/5 3:40,A01,0,0,0,88.99,9529691,
2015/5/5 3:50,A01,0,0,0,88.99,9529691,
2015/5/5 4:00,A01,0,0,0,88.99,9529691,
2015/5/5 4:10,A01,0,0,0,88.99,9529691,
2015/5/5 4:20,A01,0,0,0,88.99,9529691,
2015/5/5 4:30,A01,0,0,0,88.99,9529691,
2015/5/5 4:40,A01,0,0,0,88.99,9529691,
2015/5/5 4:50,A01,0,0,0,88.99,9529691,
2015/5/5 5:00,A01,0,0,0,88.99,9529691,
2015/5/5 5:10,A01,0,0,0,88.99,9529691,
2015/5/5 5:20,A01,0,0,0,88.99,9529691,
2015/5/5 5:30,A01,0,0,0,88.99,9529691,
2015/5/5 5:40,A01,0,0,0,88.99,9529691,
2015/5/5 5:50,A01,3.13,0,0,88.99,9529691,
2015/5/5 6:00,A01,2.83,0,-0.5,88.99,9529691,
2015/5/5 6:10,A01,2.46,0,1048.1,0.03,9529693,
2015/5/5 6:20,A01,2.55,0,0,88.98,9529693,
2015/5/5 6:30,A01,0,0,-4,88.98,9529693,
2015/5/5 6:40,A01,0,0,0,88.98,9529693,
2015/5/5 6:50,A01,0,0,0,88.98,9529693,
2015/5/5 7:00,A01,0,0,0,88.98,9529693,
2015/5/5 7:10,A01,0,0,0,88.98,9529693,
2015/5/5 7:20,A01,1.34,0,0,88.98,9529693,
2015/5/5 7:30,A01,2.77,0,-0.2,88.98,9529693,
2015/5/5 7:40,A01,1.65,0,0,88.98,9529693,
2015/5/5 7:50,A01,0,0,0,88.98,9529693,
2015/5/5 8:00,A01,0,0,-0.4,88.98,9529693,
2015/5/5 8:10,A01,0,0,0,88.98,9529693,
2015/5/5 8:20,A01,0,0,1.3,88.98,9529693,
2015/5/5 8:30,A01,0,0,-4.9,88.98,9529693,
2015/5/5 8:40,A01,0,0,-0.4,88.98,9529693,
2015/5/5 8:50,A01,0,0,0,88.98,9529693,
2015/5/5 9:00,A01,0,0,-0.5,88.98,9529693,
2015/5/5 9:10,A01,0,0,-0.5,88.98,9529693,此时间点无数据
2015/5/5 9:20,A01,2.16,0,-6.6,88.98,9529693,
2015/5/5 9:30,A01,0.98,0,-1.8,88.98,9529693,
2015/5/5 9:40,A01,0.95,0,0,88.98,9529693,
2015/5/5 9:50,A01,1.23,0,1.3,88.98,9529693,
2015/5/5 10:00,A01,0,0,1.3,88.98,9529693,
2015/5/5 10:10,A01,0,0,-15.7,88.98,9529693,
2015/5/5 10:20,A01,1.4,0,0.4,88.98,9529693,
2015/5/5 10:30,A01,1.88,0,15.2,88.98,9529693,
2015/5/5 10:40,A01,3.58,0,0,88.98,9529693,
2015/5/5 10:50,A01,1.34,0,-4.4,88.98,9529693,
2015/5/5 11:00,A01,2.24,0,1.8,88.98,9529693,
2015/5/5 11:10,A01,2.13,0,2.9,88.98,9529693,
2015/5/5 11:20,A01,2.29,0,-0.7,88.98,9529693,
2015/5/5 11:30,A01,2.29,0,-0.7,88.98,9529693,此时间点无数据
2015/5/5 11:40,A01,3.33,0,-18.3,88.98,9529693,
2015/5/5 11:50,A01,0.79,0,-13.4,88.98,9529693,
2015/5/5 12:00,A01,2.32,0,-7.9,88.98,9529693,
2015/5/5 12:10,A01,2.83,0,1.8,88.98,9529693,
2015/5/5 12:20,A01,2.29,0,11,88.98,9529693,
2015/5/5 12:30,A01,1.88,0,0,88.98,9529693,
2015/5/5 12:40,A01,0,0,-5.3,88.98,9529693,
2015/5/5 12:50,A01,3.36,0,-0.9,88.98,9529693,
2015/5/5 13:00,A01,2.99,0,2.6,88.98,9529693,
2015/5/5 13:10,A01,2.35,0,0,88.98,9529693,
2015/5/5 13:20,A01,2.88,0,1.1,88.98,9529693,
2015/5/5 13:30,A01,1.93,0,0,88.98,9529693,
2015/5/5 13:40,A01,0.84,0,-0.5,88.98,9529693,
2015/5/5 13:50,A01,0.84,0,-0.5,88.98,9529693,此时间点无数据
2015/5/5 14:00,A01,2.66,0,0,88.98,9529693,
2015/5/5 14:10,A01,2.46,0,2.6,88.98,9529693,
2015/5/5 14:20,A01,2.91,0,-0.7,88.98,9529693,
2015/5/5 14:30,A01,2.43,0,2.6,88.98,9529693,
2015/5/5 14:40,A01,2.43,0,2.6,88.98,9529693,此时间点无数据
2015/5/5 14:50,A01,2.43,0,2.6,88.98,9529693,此时间点无数据
2015/5/5 15:00,A01,2.43,0,2.6,88.98,9529693,此时间点无数据
2015/5/5 15:10,A01,2.43,0,2.6,88.98,9529693,此时间点无数据
2015/5/5 15:20,A01,2.43,0,2.6,88.98,9529693,此时间点无数据
2015/5/5 15:30,A01,2.43,0,2.6,88.98,9529693,此时间点无数据
2015/5/5 15:40,A01,4.25,136.8,1050.8,0.03,9529705,
2015/5/5 15:50,A01,4.25,136.8,1050.8,0.03,9529705,此时间点无数据
2015/5/5 16:00,A01,4.25,136.8,1050.8,0.03,9529705,此时间点无数据
2015/5/5 16:10,A01,4.25,136.8,1050.8,0.03,9529705,此时间点无数据
2015/5/5 16:20,A01,4.53,142.2,1068.4,0.03,9529796,
2015/5/5 16:30,A01,4.31,104.4,1051,0.03,9529816,
2015/5/5 16:40,A01,4.87,165.6,1124.1,0.03,9529841,
2015/5/5 16:50,A01,5.23,168,1128.5,0.03,9529869,
2015/5/5 17:00,A01,4.75,138.6,1058.9,0.03,9529893,
2015/5/5 17:10,A01,5.28,190.2,1175.4,0.03,9529918,
2015/5/5 17:20,A01,5.06,231,1251.9,0.03,9529953,
2015/5/5 17:30,A01,5.45,280.2,1336.1,0.03,9529995,
2015/5/5 17:40,A01,6.65,417.6,1523.4,0.03,9530056,
2015/5/5 17:50,A01,7.66,464.4,1578.6,0.03,9530128,
2015/5/5 18:00,A01,7.66,464.4,1578.6,0.03,9530128,此时间点无数据
2015/5/5 18:10,A01,7.83,595.2,1712.6,0.03,9530326,
2015/5/5 18:20,A01,9.45,939.6001,1810.2,0.03,9530460,
2015/5/5 18:30,A01,9.45,939.6001,1810.2,0.03,9530460,此时间点无数据
2015/5/5 18:40,A01,9.73,1025.4,1807.3,0.03,9530799,
2015/5/5 18:50,A01,9.73,1025.4,1807.3,0.03,9530799,此时间点无数据
2015/5/5 19:00,A01,9.17,997.2001,1806.3,0.03,9531140,
2015/5/5 19:10,A01,9.78,1041,1808.9,0.03,9531310,
2015/5/5 19:20,A01,10.57,1267.2,1808.7,0.03,9531501,
2015/5/5 19:30,A01,10.68,1237.8,1809.3,0.03,9531718,
2015/5/5 19:40,A01,10.68,1237.8,1809.3,0.03,9531718,此时间点无数据
2015/5/5 19:50,A01,10.29,1230,1811.1,0.03,9532092,
2015/5/5 20:00,A01,10.31,1165.8,1809.8,0.03,9532279,
2015/5/5 20:10,A01,10.31,1165.8,1809.8,0.03,9532279,此时间点无数据
2015/5/5 20:20,A01,10.06,1166.4,1806.7,0.08,9532723,
2015/5/5 20:30,A01,10.31,1176.6,1808,0.02,9532919,
2015/5/5 20:40,A01,9.75,1144.2,1808.9,0.02,9533095,
2015/5/5 20:50,A01,11.38,1575,1795.2,2.53,9533318,
2015/5/5 21:00,A01,11.38,1575,1795.2,2.53,9533318,此时间点无数据
2015/5/5 21:10,A01,12.88,1603.2,1810.9,4.51,9533848,
2015/5/5 21:20,A01,12.13,1603.2,1810.5,4.45,9534115,
2015/5/5 21:30,A01,12.69,1600.2,1808.9,4.24,9534381,
2015/5/5 21:40,A01,13.11,1596,1808.5,5.62,9534647,
2015/5/5 21:50,A01,13.22,1603.8,1808.5,6.07,9534913,
2015/5/5 22:00,A01,13.05,1597.2,1807.1,6.55,9535180,
2015/5/5 22:10,A01,13.28,1596.6,1805.4,5.7,9535446,
2015/5/5 22:20,A01,12.3,1599.6,1804.3,4.44,9535713,
2015/5/5 22:30,A01,12.3,1599.6,1804.3,4.44,9535713,此时间点无数据
2015/5/5 22:40,A01,12.97,1598.4,1804.7,3.48,9536235,
2015/5/5 22:50,A01,12.52,1583.4,1777.2,0.5,9536499,
2015/5/5 23:00,A01,13.22,1596,1806.7,4.38,9536766,
2015/5/5 23:10,A01,13.22,1596,1806.7,4.38,9536766,此时间点无数据
2015/5/5 23:20,A01,11.01,1332.6,1775.4,0.03,9537286,
2015/5/5 23:30,A01,12.07,1602,1816.6,3.84,9537546,
2015/5/5 23:40,A01,12.6,1245,1704.9,0.02,9537809,
2015/5/5 23:50,A01,6.82,1099.8,1813.8,0.04,9538066,
2015/5/6 0:00,A01,12.02,1539,1807.3,0.03,9538317,
2015/5/6 0:10,A01,13.39,1602,1810.7,4.25,9538570,
2015/5/6 0:20,A01,13.39,1600.2,1815.9,5.07,9538818,
2015/5/6 0:30,A01,13.11,1599,1805.6,5.24,9539083,
2015/5/6 0:40,A01,12.69,1596,1800.8,4.55,9539349,
2015/5/6 0:50,A01,14.56,1599.6,1806.5,7.49,9539616,
2015/5/6 1:00,A01,13.16,1602.6,1810.5,7.17,9539882,
2015/5/6 1:10,A01,12.47,1596.6,1808.2,4.18,9540148,
2015/5/6 1:20,A01,12.49,1596.6,1813.1,4.41,9540415,
2015/5/6 1:30,A01,11.38,1389.6,1805.2,0.07,9540669,
2015/5/6 1:40,A01,9.08,1063.8,1808.9,0.07,9540864,
2015/5/6 1:50,A01,9.39,1097.4,1808.5,0.07,9541038,
2015/5/6 2:00,A01,10.37,1174.2,1808.5,0.07,9541242,
2015/5/6 2:10,A01,10.37,1174.2,1808.5,0.07,9541242,此时间点无数据
2015/5/6 2:20,A01,13.72,1599.6,1812.9,2.35,9541735,
2015/5/6 2:30,A01,13.72,1599.6,1812.9,2.35,9541735,此时间点无数据
2015/5/6 2:40,A01,10.45,1374,1809.4,0.02,9542242,
2015/5/6 2:50,A01,10.06,1221,1806.7,0.02,9542456,
2015/5/6 3:00,A01,10.06,1221,1806.7,0.02,9542456,此时间点无数据
2015/5/6 3:10,A01,9.17,946.2001,1809.6,0.02,9542883,
2015/5/6 3:20,A01,8.61,820.2,1808.5,0.02,9543021,
2015/5/6 3:30,A01,8.33,593.4,1709.3,0.02,9543175,
2015/5/6 3:40,A01,9.08,779.4,1808.9,0.02,9543303,
2015/5/6 3:50,A01,5.45,355.8,1447.6,0.02,9543428,
2015/5/6 4:00,A01,7.72,624.6,1739,0.02,9543541,
2015/5/6 4:10,A01,7.55,698.4,1804.5,0.02,9543644,
2015/5/6 4:20,A01,6.4,654,1765.9,0.02,9543759,
2015/5/6 4:30,A01,7.27,573.6,1691.5,0.02,9543875,
2015/5/6 4:40,A01,7.38,444.6,1551.6,0.02,9543948,
2015/5/6 4:50,A01,7.38,444.6,1551.6,0.02,9543948,此时间点无数据
2015/5/6 5:00,A01,7.21,483,1603.3,0.02,9544096,
2015/5/6 5:10,A01,6.07,357.6,1443.8,0.02,9544170,
2015/5/6 5:20,A01,5.59,296.4,1361.8,0.02,9544232,
2015/5/6 5:30,A01,5.09,271.8,1322.4,0.02,9544280,
2015/5/6 5:40,A01,6.99,503.4,1619.9,0.02,9544341,
2015/5/6 5:50,A01,5.62,295.2,1359.9,0.02,9544406,
2015/5/6 6:00,A01,8.55,676.2,1785.8,0.02,9544492,
2015/5/6 6:10,A01,5.84,376.2,1471.3,0.02,9544565,
2015/5/6 6:20,A01,6.26,325.2,1402.4,0.02,9544619,
2015/5/6 6:30,A01,6.07,339,1419.6,0.02,9544683,
2015/5/6 6:40,A01,6.4,332.4,1410.3,0.02,9544737,
2015/5/6 6:50,A01,7.1,566.4,1683.8,0.02,9544806,
2015/5/6 7:00,A01,7.1,553.8,1668.6,0.02,9544911,
2015/5/6 7:10,A01,6.12,444.6,1554.4,0.02,9544993,
2015/5/6 7:20,A01,5.82,438,1547.6,0.02,9545075,
2015/5/6 7:30,A01,6.68,494.4,1610.4,0.02,9545155,
2015/5/6 7:40,A01,6.12,409.8,1513.9,0.02,9545228,
2015/5/6 7:50,A01,6.88,412.2,1514.5,0.02,9545294,
2015/5/6 8:00,A01,7.44,568.2,1687.1,0.02,9545372,
2015/5/6 8:10,A01,7.44,568.2,1687.1,0.02,9545372,此时间点无数据
2015/5/6 8:20,A01,6.51,448.8,1557.1,0.02,9545517,
2015/5/6 8:30,A01,6.51,448.8,1557.1,0.02,9545517,此时间点无数据
2015/5/6 8:40,A01,5.31,317.4,1388.3,0.02,9545668,
2015/5/6 8:50,A01,5.82,309.6,1376.8,0.02,9545726,
2015/5/6 9:00,A01,6.57,393.6,1492.9,0.02,9545781,
2015/5/6 9:10,A01,5.12,240,1265.6,0.02,9545830,
2015/5/6 9:20,A01,3.92,76.8,1051,0.02,9545857,
2015/5/6 9:30,A01,2.85,73.2,1056.7,0.02,9545869,
2015/5/6 9:40,A01,2.85,73.2,1056.7,0.02,9545869,此时间点无数据
2015/5/6 9:50,A01,2.83,37.8,1050.3,0.02,9545891,
2015/5/6 10:00,A01,4,74.4,1054.7,0.02,9545901,
2015/5/6 10:10,A01,4.22,139.8,1061.1,0.02,9545917,
2015/5/6 10:20,A01,3.5,83.40001,1050.7,0.02,9545934,
2015/5/6 10:30,A01,3.5,83.40001,1050.7,0.02,9545934,此时间点无数据
2015/5/6 10:40,A01,4.45,187.8,1166.9,0.02,9545980,
2015/5/6 10:50,A01,3.66,91.2,1049.7,0.02,9546002,
2015/5/6 11:00,A01,4.5,180.6,1155,0.02,9546028,
2015/5/6 11:10,A01,4.5,180.6,1155,0.02,9546028,此时间点无数据
2015/5/6 11:20,A01,4.64,176.4,1144.4,0.02,9546090,
2015/5/6 11:30,A01,2.55,0,982.7,0.02,9546102,
2015/5/6 11:40,A01,3.08,0,0,88.97,9546102,
2015/5/6 11:50,A01,3.55,0,991,0.01,9546102,
2015/5/6 12:00,A01,2.71,16.2,1051.6,0.01,9546107,
2015/5/6 12:10,A01,0.98,0,17.9,88.97,9546107,
2015/5/6 12:20,A01,1.04,0,1.6,88.97,9546107,
2015/5/6 12:30,A01,0.59,0,3.8,88.97,9546107,
2015/5/6 12:40,A01,1.71,0,-4.8,88.97,9546107,
2015/5/6 12:50,A01,0,0,0,88.97,9546107,
2015/5/6 13:00,A01,2.99,0,25.6,88.97,9546107,
2015/5/6 13:10,A01,3.33,0,10.1,88.97,9546107,
2015/5/6 13:20,A01,3.47,0,26.7,88.97,9546107,
2015/5/6 13:30,A01,2.57,0,-0.9,88.97,9546107,
2015/5/6 13:40,A01,2.57,0,7.3,88.97,9546107,
2015/5/6 13:50,A01,1.51,0,-1.6,88.97,9546107,
2015/5/6 14:00,A01,0,0,0,88.97,9546107,
2015/5/6 14:10,A01,0,0,0,88.97,9546107,
2015/5/6 14:20,A01,1.85,0,3.7,88.97,9546107,
2015/5/6 14:30,A01,2.38,0,0,88.97,9546107,
2015/5/6 14:40,A01,1.85,0,-2.6,88.97,9546107,
2015/5/6 14:50,A01,1.71,0,0,88.97,9546107,
2015/5/6 15:00,A01,3.75,0,2.7,88.97,9546107,
2015/5/6 15:10,A01,3.92,92.4,1050.5,0.02,9546109,
2015/5/6 15:20,A01,4.64,154.2,1096.4,0.02,9546126,
2015/5/6 15:30,A01,5.54,180,1152.6,0.02,9546152,
2015/5/6 15:40,A01,5.2,159,1110.7,0.02,9546177,
2015/5/6 15:50,A01,3.61,99.60001,1052.3,0.02,9546200,
2015/5/6 16:00,A01,6.4,262.8,1307.4,0.02,9546233,
2015/5/6 16:10,A01,5.9,261.6,1304.3,0.02,9546277,
2015/5/6 16:20,A01,6.79,348,1430.2,0.02,9546335,
2015/5/6 16:30,A01,5.96,294,1354.6,0.02,9546391,
2015/5/6 16:40,A01,4.95,174.6,1144.2,0.02,9546432,
2015/5/6 16:50,A01,4.89,114,1050.8,0.02,9546452,
2015/5/6 17:00,A01,4.5,119.4,1048.1,0.02,9546476,
2015/5/6 17:10,A01,5.76,153.6,1096.1,0.02,9546498,
2015/5/6 17:20,A01,5.76,153.6,1096.1,0.02,9546498,此时间点无数据
2015/5/6 17:30,A01,5.54,195.6,1185.2,0.02,9546560,
2015/5/6 17:40,A01,3.36,54.6,1049.6,0.02,9546582,
2015/5/6 17:50,A01,4.47,135.6,1056.2,0.02,9546595,
2015/5/6 18:00,A01,4.87,175.8,1142.6,0.02,9546619,
2015/5/6 18:10,A01,4.75,121.8,1050.1,0.02,9546639,
2015/5/6 18:20,A01,3.44,61.2,1048.6,0.02,9546655,
2015/5/6 18:30,A01,4.47,123.6,1050.3,0.02,9546669,
2015/5/6 18:40,A01,4.59,112.8,1051.4,0.02,9546690,
2015/5/6 18:50,A01,4.53,118.8,1048.8,0.02,9546711,
2015/5/6 19:00,A01,3.8,57,1050.8,0.02,9546723,
2015/5/6 19:10,A01,3.66,61.2,1050.1,0.02,9546735,
2015/5/6 19:20,A01,3.94,90.60001,1051.6,0.02,9546746,
2015/5/6 19:30,A01,4.84,192.6,1179.7,0.02,9546771,
2015/5/6 19:40,A01,4.81,232.8,1255.6,0.02,9546809,
2015/5/6 19:50,A01,5.4,248.4,1283,0.02,9546851,
2015/5/6 20:00,A01,5.2,187.2,1166.4,0.02,9546884,
2015/5/6 20:10,A01,5.76,209.4,1211.1,0.02,9546911,
2015/5/6 20:20,A01,4.81,164.4,1121.3,0.02,9546945,
2015/5/6 20:30,A01,6.09,256.2,1295.7,0.02,9546976,
2015/5/6 20:40,A01,5.45,248.4,1283.4,0.02,9547021,
2015/5/6 20:50,A01,6.23,285.6,1341.2,0.02,9547065,
2015/5/6 21:00,A01,6.51,322.2,1396.5,0.02,9547113,
2015/5/6 21:10,A01,6.09,325.2,1400.9,0.02,9547168,
2015/5/6 21:20,A01,5.56,286.2,1343.8,0.02,9547219,
2015/5/6 21:30,A01,5.68,318.6,1390.5,0.02,9547274,
2015/5/6 21:40,A01,6.29,324,1400.2,0.02,9547324,
2015/5/6 21:50,A01,5.51,299.4,1366.1,0.02,9547375,
2015/5/6 22:00,A01,5.17,263.4,1307.7,0.02,9547424,
2015/5/6 22:10,A01,5.82,306.6,1376.8,0.02,9547473,
2015/5/6 22:20,A01,7.18,400.8,1500.5,0.02,9547532,
2015/5/6 22:30,A01,6.51,367.8,1455.5,0.02,9547592,
2015/5/6 22:40,A01,6.43,430.2,1535.3,0.02,9547651,
2015/5/6 22:50,A01,4.98,250.8,1289.6,0.02,9547704,
2015/5/6 23:00,A01,4.64,204,1201.7,0.02,9547735,
2015/5/6 23:10,A01,5.73,192,1179,0.02,9547772,
2015/5/6 23:20,A01,5.34,174,1142.2,0.02,9547795,
2015/5/6 23:30,A01,4.73,153,1093.9,0.02,9547825,
2015/5/6 23:40,A01,4.17,99.60001,1049,0.02,9547849,
2015/5/6 23:50,A01,4.22,82.8,1042.4,0.02,9547865,
2015/5/7 0:00,A01,5.06,211.2,1216.2,0.02,9547891,
2015/5/7 0:10,A01,5.56,216.6,1228.3,0.02,9547929,
2015/5/7 0:20,A01,5.82,249,1283.9,0.02,9547973,
2015/5/7 0:30,A01,5.87,233.4,1256.5,0.02,9548017,
2015/5/7 0:40,A01,5.42,208.2,1208.5,0.02,9548050,
2015/5/7 0:50,A01,4.87,165,1122.1,0.02,9548081,
2015/5/7 1:00,A01,4.45,135.6,1051.4,0.02,9548105,
2015/5/7 1:10,A01,4.45,102.6,1049.4,0.02,9548126,
2015/5/7 1:20,A01,4.14,102,1050.5,0.02,9548142,
2015/5/7 1:30,A01,4.45,175.2,1141.5,0.02,9548164,
2015/5/7 1:40,A01,4.61,156,1098.8,0.02,9548195,
2015/5/7 1:50,A01,4.95,148.2,1082.2,0.02,9548219,
2015/5/7 2:00,A01,5.56,220.8,1233,0.02,9548249,
2015/5/7 2:10,A01,5.76,207.6,1208.9,0.02,9548283,
2015/5/7 2:20,A01,5.34,181.2,1155.9,0.02,9548315,
2015/5/7 2:30,A01,5.12,201.6,1196.8,0.02,9548349,
2015/5/7 2:40,A01,4.84,175.8,1144.2,0.02,9548384,
2015/5/7 2:50,A01,5.14,211.2,1216.2,0.02,9548413,
2015/5/7 3:00,A01,5.42,220.2,1233.2,0.02,9548451,
2015/5/7 3:10,A01,6.18,291,1352.1,0.02,9548492,
2015/5/7 3:20,A01,6.51,368.4,1457,0.02,9548546,
2015/5/7 3:30,A01,6.82,382.8,1479.5,0.02,9548604,
2015/5/7 3:40,A01,6.04,336,1418,0.02,9548665,
2015/5/7 3:50,A01,6.01,375,1464.5,0.02,9548724,
2015/5/7 4:00,A01,6.07,336,1415,0.02,9548785,
2015/5/7 4:10,A01,6.35,435.6,1545,0.02,9548843,
2015/5/7 4:20,A01,7.18,418.8,1524.4,0.02,9548915,
2015/5/7 4:30,A01,6.26,345,1430.2,0.02,9548982,
2015/5/7 4:40,A01,7.16,406.8,1508.2,0.02,9549054,
2015/5/7 4:50,A01,7.83,513,1631.1,0.02,9549133,
2015/5/7 5:00,A01,7.85,537.6,1654.2,0.02,9549221,
2015/5/7 5:10,A01,7.1,670.2,1780.9,0.02,9549320,
2015/5/7 5:20,A01,7.72,766.2001,1811.1,0.02,9549440,
2015/5/7 5:30,A01,6.6,559.8,1677.6,0.02,9549548,
2015/5/7 5:40,A01,6.79,628.8,1742.8,0.02,9549647,
2015/5/7 5:50,A01,7.85,579.6,1695.7,0.02,9549749,
2015/5/7 6:00,A01,7.72,573,1690.8,0.02,9549848,
2015/5/7 6:10,A01,6.01,415.2,1521.8,0.02,9549928,
2015/5/7 6:20,A01,6.4,417.6,1520,0.02,9549995,
2015/5/7 6:30,A01,6.79,505.2,1623.8,0.02,9550065,
2015/5/7 6:40,A01,7.02,538.8,1658.4,0.02,9550154,
2015/5/7 6:50,A01,6.77,496.2,1609.9,0.02,9550242,
2015/5/7 7:00,A01,7.21,451.8,1561,0.02,9550317,
2015/5/7 7:10,A01,6.32,387.6,1484.3,0.02,9550386,
2015/5/7 7:20,A01,6.93,390.6,1484.6,0.02,9550450,
2015/5/7 7:30,A01,6.51,341.4,1425.3,0.02,9550507,
2015/5/7 7:40,A01,4.73,243,1271.5,0.02,9550556,
2015/5/7 7:50,A01,5.68,249.6,1288,0.02,9550600,
2015/5/7 8:00,A01,4.75,153.6,1097,0.02,9550643,
2015/5/7 8:10,A01,4.19,154.8,1095,0.02,9550682,
2015/5/7 8:20,A01,5.82,352.8,1437.2,0.02,9550719,
2015/5/7 8:30,A01,5.82,349.2,1432.4,0.02,9550758,
2015/5/7 8:40,A01,5.4,183.6,1161.1,0.02,9550786,
2015/5/7 8:50,A01,2.71,80.4,1058.9,0.02,9550807,
2015/5/7 9:00,A01,2.29,0,960.4,0.02,9550810,
2015/5/7 9:10,A01,0.76,0,6.6,88.99,9550810,
2015/5/7 9:20,A01,2.38,0,-5.1,88.99,9550810,
2015/5/7 9:30,A01,1.54,0,0.4,88.99,9550810,
2015/5/7 9:40,A01,1.01,0,11.9,88.99,9550810,
2015/5/7 9:50,A01,0.95,0,1.8,88.99,9550810,
2015/5/7 10:00,A01,0.62,0,0.7,88.99,9550810,
2015/5/7 10:10,A01,0.53,0,-2,88.99,9550810,
2015/5/7 10:20,A01,0.76,0,-0.4,88.99,9550810,
2015/5/7 10:30,A01,1.07,0,1.5,88.99,9550810,
2015/5/7 10:40,A01,2.38,0,0,88.99,9550810,
2015/5/7 10:50,A01,0,0,9.7,88.99,9550810,
2015/5/7 11:00,A01,3.27,0,4,88.99,9550810,
2015/5/7 11:10,A01,1.68,0,-11,88.99,9550810,
2015/5/7 11:20,A01,1.34,0,1.6,88.99,9550810,
2015/5/7 11:30,A01,0.87,0,0,88.99,9550810,
2015/5/7 11:40,A01,1.18,0,-12.8,88.99,9550810,
2015/5/7 11:50,A01,1.34,0,0,88.99,9550810,
2015/5/7 12:00,A01,2.21,0,0.5,88.99,9550810,
2015/5/7 12:10,A01,2.43,0,31.7,88.99,9550810,
2015/5/7 12:20,A01,1.04,0,6.8,88.99,9550810,
2015/5/7 12:30,A01,0.56,0,-0.7,88.99,9550810,
2015/5/7 12:40,A01,2.88,0,-1.8,88.99,9550810,
2015/5/7 12:50,A01,1.76,0,0,88.99,9550810,
2015/5/7 13:00,A01,2.43,0,0.4,88.99,9550810,
2015/5/7 13:10,A01,0,0,0.2,88.99,9550810,
2015/5/7 13:20,A01,0,0,0.2,88.99,9550810,此时间点无数据
2015/5/7 13:30,A01,1.51,0,0,88.99,9550810,
2015/5/7 13:40,A01,0,0,0,88.99,9550810,
2015/5/7 13:50,A01,1.57,0,-1.3,88.99,9550810,
2015/5/7 14:00,A01,0.03,0,0,88.99,9550810,
2015/5/7 14:10,A01,2.41,0,2.2,88.99,9550810,
